Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Fertilizer Usage (kg/ha)
33.62,58.44,32.87,Clayey,Cotton,27,3,20,Gromor(28:28),65.45294873122656
40.0,72.84,61.46,Loamy,Cotton,13,0,37,Gromor(28:28),86.85937571627728
38.79,66.25,48.58,Black,Cotton,38,0,0,DAP,91.64846752702988
39.46,66.35,42.08,Sandy,Sugarcane,4,4,26,Gromor(20:20:0:13),78.0152207580813
36.94,59.89,32.39,Black,Sugarcane,5,9,34,Gromor(20:20:0:13),68.9995783878588
25.12,58.53,38.28,Sandy,Maize,37,0,4,Gromor(20:20:0:13),51.13890395197533
29.65,73.8,41.76,Black,Sugarcane,16,0,6,N-P-K(17:17:17),96.89791987557207
28.43,60.42,24.64,Red,Tobacco,17,3,21,DAP,77.40489078450979
25.87,58.43,64.21,Loamy,Barley,5,4,29,Gromor(28:28),78.4690853757763
23.42,55.62,26.64,Sandy,Pulses,12,16,10,Gromor(20:20:0:13),46.107823305433776
30.41,57.63,37.84,Red,Paddy,10,10,16,Gromor(14:35:14),89.03479417422406
30.87,53.52,41.73,Black,Oil seeds,8,2,31,DAP,68.26695566400358
39.05,67.42,25.24,Black,Millets,7,1,32,Gromor(10:26:26),50.29939732718783
27.98,63.97,45.35,Loamy,Barley,12,17,18,N-P-K(17:17:17),66.47866514196238
29.25,42.98,64.69,Black,Barley,10,11,16,Gromor(28:28),83.06730403244973
29.23,44.55,33.21,Clayey,Barley,12,9,30,Gromor(14:35:14),57.008158722616145
29.67,64.88,33.45,Sandy,Millets,43,2,3,Gromor(28:28),55.44814289371329
33.14,49.95,36.02,Clayey,Barley,5,2,27,DAP,70.1677495840666
25.08,59.42,37.34,Sandy,Sugarcane,42,0,2,Gromor(20:20:0:13),58.030491462101686
33.11,79.52,30.26,Black,Ground Nuts,14,0,40,Gromor(10:26:26),54.084693987933726
22.22,54.98,60.43,Loamy,Paddy,15,8,18,Gromor(10:26:26),101.13589485980333
27.93,47.92,50.02,Black,Ground Nuts,19,4,17,N-P-K(17:17:17),69.42057496367754
32.24,72.15,27.8,Red,Tobacco,19,0,20,Gromor(20:20:0:13),67.92860787511131
38.46,72.39,28.01,Black,Ground Nuts,13,2,42,Gromor(10:26:26),53.84871022620564
27.68,68.09,32.86,Red,Barley,44,4,1,Gromor(10:26:26),49.32303136708191
34.36,69.3,43.14,Loamy,Sugarcane,24,2,16,Urea,99.81324602142162
36.56,56.18,45.38,Loamy,Wheat,24,0,14,Gromor(10:26:26),74.47434872398017
30.88,44.61,40.83,Clayey,Barley,4,13,17,Urea,82.22847657858061
30.02,44.98,45.58,Loamy,Barley,21,0,22,Gromor(28:28),57.14215808737664
39.16,66.36,55.82,Clayey,Maize,14,16,20,N-P-K(17:17:17),72.95229642389698
32.33,57.56,43.39,Red,Maize,15,0,39,DAP,60.06941467312811
27.38,66.23,51.93,Loamy,Paddy,9,13,8,Gromor(10:26:26),106.02513286474041
20.05,52.7,59.86,Black,Oil seeds,36,0,0,Gromor(10:26:26),66.32162544876296
24.55,42.48,48.77,Sandy,Tobacco,20,0,23,N-P-K(17:17:17),74.24520677334337
26.95,60.35,33.66,Sandy,Pulses,7,9,9,Gromor(10:26:26),63.49076026854553
30.28,66.13,41.03,Red,Oil seeds,42,1,1,Gromor(28:28),63.12182211218238
27.97,47.42,60.83,Clayey,Maize,13,3,18,DAP,84.09575388203436
27.95,52.18,27.86,Red,Paddy,41,1,0,Gromor(28:28),79.27512149018487
33.97,59.11,56.95,Black,Paddy,15,0,33,Gromor(14:35:14),117.41323256941638
28.44,69.02,25.51,Loamy,Paddy,37,0,0,N-P-K(17:17:17),79.74898484141704
27.49,53.12,50.69,Clayey,Tobacco,27,4,18,Gromor(28:28),83.65096063213302
31.42,52.17,52.65,Sandy,Ground Nuts,11,8,17,Gromor(10:26:26),68.14075420284205
38.35,71.0,65.66,Clayey,Maize,16,0,35,Urea,104.57184097118225
38.14,63.81,36.37,Loamy,Tobacco,11,3,34,Gromor(14:35:14),69.46258035026656
24.54,57.8,26.75,Black,Ground Nuts,15,15,15,Gromor(10:26:26),46.66613904143257
33.14,50.91,52.07,Red,Maize,16,0,38,Gromor(14:35:14),71.60469444377497
30.52,62.93,53.95,Clayey,Oil seeds,34,0,3,Gromor(14:35:14),74.01224610754636
30.61,69.73,64.16,Loamy,Paddy,39,3,0,Gromor(20:20:0:13),108.46219598842653
31.52,62.74,54.75,Sandy,Maize,33,0,3,DAP,67.87308983291156
26.58,56.37,50.42,Clayey,Millets,18,3,16,Gromor(10:26:26),71.18589061112178
36.99,56.66,46.46,Clayey,Oil seeds,34,1,0,DAP,81.5550327814591
22.61,52.77,41.72,Black,Paddy,10,1,4,Gromor(10:26:26),88.50535165559273
36.86,57.94,35.72,Loamy,Cotton,7,9,35,Urea,70.96144437221992
23.83,51.13,40.03,Clayey,Oil seeds,18,0,19,Gromor(28:28),69.59749919746936
25.43,62.17,53.4,Red,Tobacco,39,0,0,N-P-K(17:17:17),68.6334507482955
38.58,64.3,54.91,Sandy,Paddy,21,3,19,Gromor(28:28),113.04559459536475
25.67,44.93,45.94,Sandy,Millets,19,0,15,Gromor(20:20:0:13),53.35505950841289
40.0,68.24,47.7,Black,Millets,10,10,32,Gromor(20:20:0:13),56.934021673191566
29.44,68.03,20.57,Clayey,Barley,41,0,4,Gromor(10:26:26),48.91431220489321
38.82,63.69,51.13,Sandy,Wheat,4,23,20,Gromor(28:28),84.9410277027923
28.68,58.87,64.36,Red,Barley,8,16,12,Gromor(14:35:14),80.91746576088329
36.07,68.41,54.45,Clayey,Maize,16,9,9,Gromor(28:28),94.22043236966918
25.12,59.52,64.6,Clayey,Oil seeds,39,0,0,N-P-K(17:17:17),66.79994034591593
23.48,47.79,30.27,Clayey,Pulses,14,14,7,Gromor(10:26:26),62.309728704111244
27.05,69.98,52.83,Loamy,Cotton,8,3,11,DAP,93.26294709120059
30.76,67.49,42.88,Sandy,Ground Nuts,14,3,35,Gromor(10:26:26),61.569952887042874
26.44,47.39,51.83,Sandy,Oil seeds,8,1,4,DAP,83.59200701641116
31.34,52.86,27.31,Red,Pulses,34,0,1,DAP,54.194494751661885
29.79,66.3,62.12,Loamy,Paddy,6,0,10,DAP,141.41929198327242
29.14,69.95,21.5,Loamy,Ground Nuts,0,16,17,Gromor(10:26:26),48.1562785949821
30.96,59.31,60.38,Sandy,Paddy,6,0,18,Urea,133.57591019150112
25.01,54.68,64.61,Clayey,Oil seeds,11,4,8,Gromor(10:26:26),90.0235909265215
31.64,68.37,49.45,Black,Paddy,41,0,0,Gromor(28:28),94.81534839129174
30.97,55.28,50.63,Sandy,Cotton,11,0,36,Gromor(20:20:0:13),67.96767307930006
33.8,58.8,28.44,Sandy,Ground Nuts,20,0,18,DAP,60.76052043398382
22.15,57.99,69.1,Red,Millets,40,1,0,Gromor(14:35:14),61.28545130172333
26.8,54.9,42.04,Sandy,Pulses,14,4,44,Urea,63.32570672877092
28.23,66.99,61.65,Red,Maize,8,0,34,Gromor(28:28),87.87981685787867
25.96,52.8,57.24,Red,Wheat,18,0,21,N-P-K(17:17:17),74.24206333179544
30.27,58.16,31.73,Red,Maize,11,8,12,Gromor(20:20:0:13),63.81069102630014
32.92,63.87,70.0,Sandy,Wheat,9,5,32,N-P-K(17:17:17),81.91560259264848
37.04,63.94,35.24,Sandy,Barley,6,16,22,Gromor(28:28),53.90884939839139
29.99,45.6,70.0,Clayey,Barley,32,0,3,Gromor(28:28),88.93985691880428
26.87,55.79,38.33,Clayey,Maize,17,0,22,Gromor(10:26:26),60.726204705847266
22.21,46.25,51.97,Loamy,Barley,9,0,9,Gromor(28:28),86.92391422282975
26.15,60.28,36.97,Sandy,Barley,8,14,20,Gromor(14:35:14),56.34928183941253
31.44,57.35,51.14,Clayey,Tobacco,14,0,37,Gromor(20:20:0:13),89.41776888111266
34.23,53.35,37.66,Clayey,Paddy,5,0,11,Gromor(28:28),110.37770361456155
35.68,57.04,20.58,Sandy,Paddy,9,2,34,Gromor(10:26:26),68.5426972059262
25.31,65.02,24.18,Clayey,Barley,10,18,17,N-P-K(17:17:17),52.896754585513186
26.8,52.7,41.8,Loamy,Ground Nuts,6,3,15,DAP,78.27978729242963
34.58,76.12,42.72,Clayey,Paddy,15,0,33,N-P-K(17:17:17),100.33096499701257
31.61,56.45,63.08,Sandy,Sugarcane,9,0,35,Gromor(28:28),99.9017573659092
40.0,58.59,31.87,Sandy,Sugarcane,40,1,0,N-P-K(17:17:17),79.44960472431896
25.71,62.35,59.19,Sandy,Paddy,10,0,34,Gromor(10:26:26),99.66009581641144
33.66,63.43,49.93,Black,Paddy,5,22,19,Urea,116.9486018559088
35.45,74.57,35.05,Black,Wheat,12,0,36,Urea,85.42908391858528
37.13,72.24,29.37,Clayey,Ground Nuts,39,1,0,Gromor(10:26:26),54.358198280511424
30.16,43.34,25.27,Clayey,Pulses,9,0,44,Gromor(10:26:26),60.30252197332018
33.64,65.14,52.79,Sandy,Tobacco,16,11,10,DAP,96.83380197181799
27.64,53.33,51.15,Red,Cotton,11,1,34,Gromor(10:26:26),69.94640942562658
35.7,73.21,36.23,Red,Sugarcane,9,4,9,DAP,92.18296853812721
25.56,46.39,20.0,Black,Paddy,5,12,26,Gromor(28:28),76.07825002642728
33.6,55.53,49.42,Black,Barley,6,18,22,Gromor(10:26:26),60.23886302622044
38.22,70.16,57.22,Clayey,Maize,7,0,9,Urea,120.11046382051363
30.18,51.81,29.94,Loamy,Barley,11,11,27,Gromor(20:20:0:13),49.24765650757691
25.29,59.98,64.0,Red,Paddy,8,2,12,Gromor(28:28),122.86857433491998
28.19,58.08,28.22,Red,Millets,17,1,33,Gromor(28:28),54.6589758082
36.38,70.01,60.43,Loamy,Maize,40,2,4,DAP,86.7233146072701
29.04,51.75,59.95,Sandy,Oil seeds,18,0,38,Gromor(14:35:14),67.75581122105311
24.23,60.43,28.52,Loamy,Tobacco,11,21,16,Gromor(14:35:14),63.97389284170215
29.4,63.14,41.1,Red,Sugarcane,10,4,40,N-P-K(17:17:17),78.2188600852089
38.43,75.91,25.65,Loamy,Tobacco,14,4,36,Gromor(10:26:26),55.57088005720689
28.98,50.38,56.54,Loamy,Barley,12,0,11,Gromor(14:35:14),81.40233024631382
27.21,57.02,67.38,Red,Maize,40,0,4,Gromor(28:28),67.61216136122519
29.16,52.87,32.38,Loamy,Cotton,8,0,14,N-P-K(17:17:17),75.52740320658154
26.2,58.33,54.24,Sandy,Sugarcane,13,0,35,Gromor(14:35:14),83.83203359194161
21.05,42.39,70.0,Black,Barley,12,3,8,Urea,96.19724292746776
31.39,65.28,47.83,Black,Tobacco,39,1,0,Gromor(14:35:14),73.93493216586135
30.04,44.38,31.72,Sandy,Wheat,16,0,14,Gromor(20:20:0:13),54.26467534047519
26.62,52.74,33.14,Red,Maize,15,3,45,Gromor(28:28),65.80355957329202
29.37,46.93,59.62,Sandy,Cotton,12,0,4,Gromor(20:20:0:13),80.45486327080188
24.04,48.68,40.49,Sandy,Tobacco,7,4,31,Gromor(20:20:0:13),61.851515102162026
28.58,67.94,28.77,Black,Ground Nuts,37,0,0,Urea,68.48080247054524
29.46,52.94,48.45,Clayey,Paddy,10,11,19,Gromor(20:20:0:13),94.23896548356194
23.62,47.19,34.46,Loamy,Pulses,15,1,42,DAP,63.96431322926698
27.88,43.64,55.1,Red,Barley,5,0,17,DAP,91.14408844992398
32.45,66.79,49.1,Red,Cotton,14,3,11,Gromor(14:35:14),74.2311466853143
29.09,57.69,56.66,Red,Ground Nuts,12,0,14,Urea,87.56886903798419
28.78,57.35,64.43,Sandy,Oil seeds,31,3,0,Gromor(20:20:0:13),69.52054615098648
25.5,45.0,31.33,Clayey,Millets,34,0,0,Gromor(20:20:0:13),54.80652594799935
26.98,68.44,39.49,Loamy,Pulses,36,0,3,Gromor(20:20:0:13),57.02581527967508
24.19,50.1,34.02,Black,Pulses,15,0,40,Gromor(28:28),49.298867519196946
28.26,55.11,46.68,Clayey,Paddy,15,3,12,Gromor(14:35:14),102.8764371795044
32.63,56.39,70.0,Loamy,Sugarcane,41,3,0,Gromor(20:20:0:13),87.3480071284356
30.92,56.11,55.05,Clayey,Barley,13,0,11,Gromor(28:28),86.85993111572492
32.75,69.48,55.67,Clayey,Cotton,21,4,17,Urea,105.39960938507447
38.36,75.41,34.95,Red,Wheat,11,13,34,Gromor(20:20:0:13),64.48403574043786
24.05,53.45,32.5,Loamy,Cotton,17,19,13,Gromor(14:35:14),55.2668811076823
38.64,57.63,62.51,Sandy,Millets,7,7,29,N-P-K(17:17:17),74.74653928167604
29.68,62.09,51.54,Clayey,Wheat,13,3,34,DAP,96.092467037112
28.58,61.21,35.39,Sandy,Wheat,17,3,10,Urea,89.61316264948434
30.2,51.36,29.87,Loamy,Maize,33,0,0,DAP,68.98864893267194
23.88,54.05,34.53,Sandy,Sugarcane,1,22,15,Gromor(10:26:26),71.33119241028709
24.53,47.17,38.35,Sandy,Tobacco,32,0,0,Urea,81.14180127877316
40.0,73.73,30.74,Red,Cotton,12,0,38,Gromor(10:26:26),58.40439361650315
30.99,55.81,33.94,Clayey,Ground Nuts,6,1,10,Gromor(14:35:14),83.15783411008667
32.0,44.93,39.49,Clayey,Ground Nuts,41,3,0,N-P-K(17:17:17),64.71761334889406
30.08,52.42,26.72,Red,Ground Nuts,3,9,27,Gromor(10:26:26),62.47196693538264
26.79,49.37,43.82,Red,Pulses,5,0,16,N-P-K(17:17:17),70.91362573142332
25.77,47.79,44.15,Sandy,Maize,33,4,0,N-P-K(17:17:17),58.491455780500125
31.83,62.84,55.56,Black,Cotton,9,15,15,Gromor(14:35:14),93.2015628504784
26.57,60.41,53.33,Red,Maize,8,8,18,Urea,84.79648314858876
27.96,62.45,52.25,Red,Paddy,14,11,28,Gromor(20:20:0:13),89.62661059515696
27.01,52.69,27.55,Sandy,Cotton,18,0,36,DAP,63.109467925888005
26.62,49.63,47.94,Sandy,Millets,22,0,21,Gromor(28:28),50.75539746620544
26.5,59.39,29.76,Black,Cotton,9,4,10,DAP,83.1061240404527
29.85,48.0,20.0,Red,Barley,5,5,26,N-P-K(17:17:17),53.77866406794188
31.28,71.0,67.55,Red,Oil seeds,26,4,22,Gromor(28:28),72.30789056398358
31.03,56.07,46.54,Sandy,Ground Nuts,9,0,10,DAP,76.18611324538338
28.53,50.22,28.54,Sandy,Sugarcane,12,0,12,Gromor(28:28),82.86942428201436
31.99,68.1,31.15,Loamy,Ground Nuts,0,15,21,N-P-K(17:17:17),66.0378057215302
27.62,54.8,31.39,Red,Paddy,17,0,22,DAP,89.74689780171711
25.22,48.85,64.83,Clayey,Sugarcane,5,0,9,DAP,145.57297332104716
27.44,49.87,29.06,Black,Pulses,43,3,0,Gromor(14:35:14),55.0489619599576
37.45,74.47,28.23,Red,Cotton,10,2,28,Urea,71.52318119838962
34.81,64.86,33.36,Black,Oil seeds,16,0,39,Gromor(10:26:26),67.90304274084315
26.17,55.85,65.64,Loamy,Maize,9,9,32,Gromor(20:20:0:13),69.52287393598041
33.55,63.26,49.37,Black,Sugarcane,4,6,19,DAP,110.66039715110115
30.57,51.96,42.72,Sandy,Wheat,23,1,22,DAP,69.85302725306596
37.14,69.78,61.72,Sandy,Ground Nuts,17,0,35,N-P-K(17:17:17),76.23731910477395
32.97,79.08,28.62,Loamy,Millets,9,4,41,Gromor(14:35:14),54.79339698474137
34.1,66.26,41.39,Sandy,Tobacco,6,2,9,Gromor(10:26:26),85.13002557569712
23.94,60.79,50.62,Red,Sugarcane,2,17,13,Gromor(20:20:0:13),85.34750406467039
26.45,51.02,41.39,Loamy,Barley,14,0,11,Gromor(14:35:14),64.29509316731705
27.91,56.12,55.18,Sandy,Barley,32,0,1,Urea,77.92029761622504
24.34,62.48,28.71,Loamy,Paddy,17,0,10,DAP,91.01991050918033
35.04,52.38,29.33,Red,Paddy,18,0,20,Gromor(10:26:26),77.87284581596734
29.04,45.29,36.71,Clayey,Cotton,9,4,33,Gromor(28:28),77.47849948143266
26.81,64.56,70.0,Clayey,Pulses,9,16,10,Gromor(14:35:14),80.76875602824376
32.4,61.69,38.95,Black,Paddy,9,4,36,Gromor(10:26:26),87.06836083171213
20.3,51.89,24.85,Black,Millets,18,10,11,Gromor(20:20:0:13),48.58947266605819
37.37,58.9,54.37,Clayey,Sugarcane,10,18,8,Gromor(14:35:14),113.2175983353753
32.64,56.48,33.02,Sandy,Paddy,1,15,16,DAP,87.79239387060123
35.42,55.91,25.75,Clayey,Paddy,12,4,37,Gromor(28:28),83.28376483928794
35.12,60.79,26.45,Sandy,Paddy,27,4,22,Gromor(10:26:26),66.25964177664505
31.46,59.07,67.98,Clayey,Paddy,16,0,38,Gromor(20:20:0:13),106.86363428479744
35.93,61.57,37.5,Loamy,Ground Nuts,8,9,31,Gromor(28:28),58.61120739383666
20.63,44.57,64.79,Clayey,Tobacco,36,1,3,Urea,111.80587981890473
29.83,63.99,61.91,Clayey,Paddy,9,10,34,N-P-K(17:17:17),120.61412835982735
26.37,58.84,50.54,Clayey,Barley,13,10,25,Gromor(28:28),77.88017600592768
25.42,58.73,53.39,Red,Oil seeds,4,11,27,Urea,85.43334682091808
33.06,62.55,67.51,Black,Paddy,11,16,14,N-P-K(17:17:17),116.22472806756228
24.37,42.57,25.32,Red,Millets,12,2,6,N-P-K(17:17:17),60.209918007690824
37.26,67.14,45.88,Sandy,Oil seeds,18,3,16,Gromor(20:20:0:13),68.10505280962595
22.49,47.55,30.52,Black,Wheat,40,0,0,N-P-K(17:17:17),74.63717022835425
31.89,62.35,27.3,Black,Cotton,8,0,43,Gromor(14:35:14),64.72135561330887
29.67,64.14,54.58,Black,Millets,10,8,25,Gromor(14:35:14),73.79873565281436
37.95,60.75,56.21,Loamy,Sugarcane,35,2,0,N-P-K(17:17:17),94.01706639538915
35.78,62.29,42.45,Loamy,Ground Nuts,1,23,22,N-P-K(17:17:17),57.81502134008946
30.73,70.83,42.3,Clayey,Wheat,11,1,12,Gromor(28:28),88.11906464320226
31.43,49.67,32.78,Clayey,Millets,9,2,33,Gromor(20:20:0:13),52.87925152661379
23.5,46.98,44.43,Sandy,Sugarcane,1,20,20,N-P-K(17:17:17),67.15149892759797
28.49,56.61,36.96,Red,Barley,6,0,12,Urea,87.61775465931967
31.64,69.93,26.31,Loamy,Oil seeds,17,0,12,Gromor(20:20:0:13),60.44718426790818
29.38,53.5,37.11,Clayey,Barley,9,1,3,Gromor(14:35:14),88.21813193644266
30.63,48.47,42.44,Red,Millets,45,0,1,Gromor(10:26:26),54.300055866587925
22.8,50.13,24.57,Sandy,Maize,11,3,44,Gromor(14:35:14),46.95507690162735
32.25,63.55,56.37,Loamy,Oil seeds,11,3,39,Gromor(14:35:14),73.35126571810727
28.23,46.91,30.9,Sandy,Ground Nuts,14,17,9,Gromor(14:35:14),57.48641256455487
31.75,46.07,32.2,Red,Pulses,39,3,3,Gromor(20:20:0:13),55.73792462423975
28.62,60.33,42.04,Sandy,Wheat,12,0,12,Gromor(20:20:0:13),73.52357240324285
32.22,48.92,28.62,Black,Sugarcane,11,1,34,DAP,84.46286143643836
24.96,57.15,41.93,Loamy,Millets,22,0,23,Urea,63.71570834217591
24.72,49.17,70.0,Loamy,Barley,16,0,33,Gromor(28:28),81.3548946343333
30.52,69.57,57.08,Red,Barley,8,0,11,Gromor(28:28),88.3499942772991
35.87,63.1,51.54,Clayey,Tobacco,12,10,13,Gromor(28:28),104.2833501045429
30.23,51.35,46.67,Black,Maize,38,0,0,Gromor(28:28),70.1509160208972
34.48,80.0,52.95,Red,Tobacco,41,3,4,DAP,86.24639393247128
27.91,58.92,33.61,Red,Cotton,24,0,24,Gromor(14:35:14),61.87361388068783
28.2,46.89,48.92,Black,Sugarcane,9,7,33,Gromor(14:35:14),82.51417537096273
27.32,55.2,41.01,Black,Barley,10,2,40,Gromor(28:28),66.69514609755423
23.91,44.08,34.26,Red,Maize,16,0,17,Gromor(14:35:14),64.48857301227729
27.49,50.47,40.81,Clayey,Wheat,32,2,0,Urea,90.35631109045346
33.2,59.06,38.13,Black,Paddy,35,1,3,Gromor(28:28),99.7930806235085
26.61,64.82,70.0,Black,Paddy,9,7,16,N-P-K(17:17:17),128.94175728123653
26.96,57.09,63.16,Black,Cotton,13,4,41,DAP,94.42080444910061
32.7,66.93,54.09,Black,Barley,9,8,34,Gromor(28:28),74.93504644026336
30.35,64.11,45.1,Sandy,Sugarcane,34,0,4,Gromor(14:35:14),75.02606597857209
38.32,58.04,29.6,Black,Barley,4,13,32,Gromor(14:35:14),59.35115114268135
38.87,66.29,56.82,Black,Millets,42,3,0,Gromor(28:28),66.70646904415389
25.68,65.12,32.55,Clayey,Millets,11,1,35,Gromor(10:26:26),50.96062868396765
28.68,54.9,52.05,Black,Ground Nuts,11,4,6,Gromor(20:20:0:13),75.40366017422642
22.25,51.9,65.54,Loamy,Tobacco,13,0,19,Gromor(28:28),94.54655184326968
22.04,60.41,51.67,Sandy,Paddy,19,0,19,N-P-K(17:17:17),89.49194982097835
21.1,51.51,46.0,Clayey,Oil seeds,9,20,19,Gromor(10:26:26),61.566340509929745
28.23,63.31,41.67,Loamy,Cotton,17,0,15,DAP,81.19756060897733
22.8,50.11,38.86,Loamy,Cotton,18,0,16,Gromor(10:26:26),60.21036831272034
29.82,63.7,20.39,Red,Paddy,4,9,30,Gromor(14:35:14),65.96974217660996
25.57,54.15,30.23,Red,Barley,43,0,3,DAP,55.285637933562455
38.7,70.68,55.4,Sandy,Paddy,11,0,33,DAP,112.61293719360394
29.85,48.35,49.94,Red,Tobacco,4,9,37,Gromor(20:20:0:13),71.34654264243568
29.5,46.63,46.49,Clayey,Cotton,27,4,16,N-P-K(17:17:17),76.23067982658223
28.04,63.25,67.45,Black,Maize,14,2,35,Urea,106.25854585463405
29.12,44.13,29.35,Red,Pulses,14,3,10,DAP,60.02648257030216
26.52,58.92,34.29,Clayey,Tobacco,5,9,34,DAP,76.78495713011046
21.31,57.18,24.62,Red,Cotton,22,0,16,Gromor(10:26:26),59.3011300742217
28.53,56.5,53.26,Loamy,Tobacco,21,0,23,Gromor(28:28),89.52985534738912
29.74,67.01,62.02,Loamy,Paddy,15,11,15,N-P-K(17:17:17),110.85036354781091
31.09,49.95,49.7,Loamy,Sugarcane,7,13,18,N-P-K(17:17:17),87.7763223389514
30.64,48.22,36.77,Sandy,Ground Nuts,18,1,25,Gromor(14:35:14),57.04436575434206
25.61,54.53,30.19,Black,Sugarcane,6,9,28,Gromor(14:35:14),66.44220524132382
27.97,47.17,23.87,Clayey,Pulses,7,0,10,N-P-K(17:17:17),55.4847469022664
33.96,74.09,54.5,Black,Pulses,33,2,0,Urea,79.70388879953713
31.13,63.28,33.21,Clayey,Ground Nuts,31,0,0,Gromor(20:20:0:13),65.3833007006146
30.16,48.47,29.99,Black,Cotton,11,0,12,DAP,80.86361083550207
27.03,54.61,29.22,Sandy,Tobacco,17,1,36,Gromor(14:35:14),63.12220420407931
34.33,61.44,37.09,Black,Millets,11,0,14,Gromor(28:28),74.58079896195179
32.45,57.39,37.81,Loamy,Wheat,38,0,0,Gromor(20:20:0:13),65.53333922011953
20.25,57.16,58.47,Sandy,Maize,10,13,13,Gromor(28:28),73.0638148120308
29.45,64.13,38.78,Loamy,Cotton,18,4,22,N-P-K(17:17:17),66.08648286062038
33.61,71.46,47.12,Loamy,Pulses,20,0,20,DAP,70.08295666506628
27.8,66.95,64.26,Clayey,Wheat,14,11,34,Gromor(10:26:26),85.81390766305054
26.61,57.49,20.0,Loamy,Sugarcane,17,0,42,N-P-K(17:17:17),62.336538642633954
22.94,62.54,60.3,Sandy,Maize,7,3,19,Urea,93.43888779660341
21.09,58.26,53.18,Sandy,Pulses,25,0,22,DAP,57.94835614791504
26.66,64.42,45.56,Sandy,Oil seeds,23,0,24,Gromor(14:35:14),54.341114194096264
27.71,49.09,20.19,Loamy,Oil seeds,14,2,40,N-P-K(17:17:17),57.005625137757676
29.06,51.8,55.09,Sandy,Barley,15,4,37,Urea,68.88574302686506
30.52,56.23,50.8,Red,Pulses,35,2,2,Gromor(20:20:0:13),56.68273463932594
34.08,50.64,63.2,Sandy,Cotton,9,5,28,DAP,86.49828210168714
27.39,44.22,57.71,Clayey,Oil seeds,42,0,0,Gromor(14:35:14),76.24260652265922
35.58,59.73,38.2,Red,Pulses,11,0,40,Gromor(10:26:26),60.0841937961668
31.55,56.81,69.3,Red,Sugarcane,11,9,17,Gromor(10:26:26),101.92260635606915
21.26,40.17,21.0,Loamy,Wheat,13,10,12,Gromor(14:35:14),69.83999109116886
23.21,54.01,47.49,Loamy,Wheat,11,14,19,DAP,83.01098219153724
24.72,56.71,42.09,Clayey,Tobacco,21,0,25,DAP,78.55969354329173
30.01,73.84,51.09,Clayey,Barley,38,1,0,Gromor(28:28),78.69981278330954
26.1,43.22,23.24,Sandy,Millets,8,0,7,Gromor(14:35:14),61.83942333892114
30.85,57.89,52.46,Loamy,Sugarcane,11,4,12,N-P-K(17:17:17),102.50734505080311
31.0,66.62,40.41,Black,Maize,8,0,10,N-P-K(17:17:17),77.67185846425339
32.4,63.31,54.7,Red,Barley,36,0,0,Gromor(14:35:14),77.90755082009804
29.03,60.03,35.31,Loamy,Maize,33,2,3,Gromor(10:26:26),59.618208428546794
32.36,59.53,47.64,Red,Barley,8,4,14,Gromor(10:26:26),63.66523102123574
30.19,57.73,35.0,Loamy,Barley,6,10,25,Gromor(28:28),54.6631903121584
29.96,55.46,24.12,Loamy,Cotton,8,19,16,Urea,69.30696876656403
36.83,69.28,25.17,Red,Wheat,17,0,28,Gromor(28:28),62.99166711429889
26.95,60.64,35.66,Red,Barley,35,4,3,Urea,64.176166629686
31.23,44.6,25.08,Red,Maize,17,3,12,DAP,67.40006428555874
33.78,51.39,47.6,Black,Cotton,9,9,34,Gromor(28:28),74.6475187213705
30.05,43.14,35.86,Loamy,Ground Nuts,31,3,0,DAP,64.1640202128546
32.02,65.43,53.07,Loamy,Sugarcane,7,14,32,Urea,111.30975245521802
32.6,70.04,38.74,Black,Oil seeds,45,1,3,Gromor(14:35:14),69.36366165368918
30.26,62.42,39.3,Clayey,Ground Nuts,5,10,28,Gromor(20:20:0:13),62.01693565960366
32.38,64.54,42.94,Sandy,Oil seeds,38,3,1,Gromor(14:35:14),57.822329671803324
26.34,51.73,64.26,Red,Maize,6,4,10,Gromor(14:35:14),87.96742172067515
35.41,64.82,37.5,Red,Tobacco,6,13,28,Gromor(20:20:0:13),56.66778597952638
36.97,62.88,35.83,Clayey,Maize,39,0,0,Gromor(20:20:0:13),56.725876133737245
37.09,64.38,48.85,Black,Maize,9,9,13,Urea,97.09996896091373
27.52,63.71,48.66,Sandy,Sugarcane,8,0,7,Gromor(28:28),99.4669141686814
24.48,64.2,53.94,Red,Pulses,10,4,33,Gromor(10:26:26),58.33529636230268
25.66,59.28,49.09,Black,Barley,10,0,17,Gromor(10:26:26),72.84877111276197
21.42,48.7,23.99,Sandy,Wheat,15,15,14,Gromor(28:28),57.714644514533695
27.59,55.45,46.99,Sandy,Wheat,27,3,24,Gromor(28:28),63.79928122438658
25.31,54.96,42.95,Loamy,Paddy,10,1,32,Gromor(20:20:0:13),82.55799332767418
27.77,46.81,52.26,Loamy,Sugarcane,25,1,22,DAP,99.60308009584575
27.99,49.45,28.34,Loamy,Oil seeds,5,1,10,Gromor(14:35:14),66.31973420644505
25.31,52.69,46.3,Red,Tobacco,10,16,16,Gromor(14:35:14),69.31719067072676
20.9,47.22,38.74,Loamy,Paddy,18,4,20,Gromor(20:20:0:13),71.29603493345807
38.93,73.79,39.95,Red,Maize,17,3,12,Gromor(10:26:26),62.83543385104082
